x1               x2             y
0.733345214	3.794893141	2.250836727
0.904493921	3.408874839	2.438149652
1.613739769	-1.017909976	1.731963703
-0.909236075	0.675332012	1.452804095
1.128193558	2.228123344	2.033328174
-0.979946968	0.161240195	1.172873292
0.765203896	-1.198140561	1.372107983
0.282137718	-0.919203043	1.142939031
1.34441173	-0.988013827	1.526087207
-0.116797416	-1.03929187	1.015971354
-2.095228106	2.206612294	2.364457434
0.63117307	-2.978513465	2.168298606
1.669608507	-0.387428909	1.504919333
1.02965426	3.567067639	2.391070958
-0.808146316	-1.922072441	1.833131585
0.98256334	2.544563595	2.294099763
-0.876824193	1.461443642	1.810401925
1.361731373	-1.211907008	1.692812028
-0.30968589	-0.442341875	0.987643414
0.774207978	-1.185822711	1.534168729
